tweets,features,sentiment
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’… https://t.co/CFsp8Mh6pO,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @Just_D_87: Still not received an suitable explanation to why our data has been shared with a Tory and a company which donates to the To…,"['received', 'suitable', 'explanation', 'data', 'shared', 'tory', 'company', 'donates']",neutral
RT @Just_D_87: Still not received an suitable explanation to why our data has been shared with a Tory and a company which donates to the To…,"['received', 'suitable', 'explanation', 'data', 'shared', 'tory', 'company', 'donates']",neutral
"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…","['thank', 'national', 'regional', 'parties', 'supported', 'fight', 'justice', 'inspite', 'political']",positive
RT @manickamtagore: Federal Front gets exposed again @bjd_odisha &amp; @trspartyonline will be the friendly parties which will help #Mr56 whene…,"['federal', 'front', 'exposed', 'friendly', 'parties', 'help', 'mr56']",positive
"RT @manickamtagore: Those TRS,BJD,JDU,SS r the B Team of BJP which journalists only call them Federal Front early their Friendly Front of M…","['team', 'bjp', 'journalists', 'call', 'federal', 'front', 'friendly', 'front']",positive
"RT @manickamtagore: When BJD ,TRS both speaks outside against Modi &amp; BJP but inside vote for him ,u blame @INCIndia ? Be fair in blaming! C…","['bjd', 'trs', 'speaks', 'outside', 'modi', 'bjp', 'inside', 'vote', 'blame', 'fair']",positive
"RT @1Kimsey: If you're in school and hear shooting, fight back, because the Sheriff won't allow deputies to assist.

Gotta keep those crime…","['school', 'hear', 'shooting', 'fight', 'sheriff', 'allow', 'deputies', 'assist', 'gotta']",negative
"RT @1Kimsey: If you're in school and hear shooting, fight back, because the Sheriff won't allow deputies to assist.

Gotta keep those crime…","['school', 'hear', 'shooting', 'fight', 'sheriff', 'allow', 'deputies', 'assist', 'gotta']",negative
"RT @1Kimsey: If you're in school and hear shooting, fight back, because the Sheriff won't allow deputies to assist.

Gotta keep those crime…","['school', 'hear', 'shooting', 'fight', 'sheriff', 'allow', 'deputies', 'assist', 'gotta']",negative
RT @BJP4India: We cannot thank you enough for the entertainment! #NoConfidenceMotion https://t.co/egtgpnvuYX,"['thank', 'noconfidencemotion']",positive
RT @AditiSinghINC: #RahulHugsModi Rahul Gandhi Ji sets the Gold Standard of politics by walking the talk with Love/Compassion Not HATE/BIGO…,"['rahulhugsmodi', 'rahul', 'gandhi', 'ji', 'sets', 'gold', 'standard', 'politics', 'walking', 'talk']",positive
RT @AditiSinghINC: #RahulHugsModi Rahul Gandhi Ji sets the Gold Standard of politics by walking the talk with Love/Compassion Not HATE/BIGO…,"['rahulhugsmodi', 'rahul', 'gandhi', 'ji', 'sets', 'gold', 'standard', 'politics', 'walking', 'talk']",positive
"RT @TrollDad007: Close enough..
#RahulHugsModi #NoConfidenceMotion https://t.co/MT60qODxQE","['close', 'rahulhugsmodi', 'noconfidencemotion']",negative
RT @ysjagan: Keenly following the happenings at the Loksabha #NoConfidenceMotion. I will react on this episode at tomorrow’s 8:30am press c…,"['keenly', 'following', 'happenings', 'loksabha', 'noconfidencemotion', 'react', 'episode', 'press']",positive
"RT @1Kimsey: If you're in school and hear shooting, fight back, because the Sheriff won't allow deputies to assist.

Gotta keep those crime…","['school', 'hear', 'shooting', 'fight', 'sheriff', 'allow', 'deputies', 'assist', 'gotta']",negative
"RT @1Kimsey: If you're in school and hear shooting, fight back, because the Sheriff won't allow deputies to assist.

Gotta keep those crime…","['school', 'hear', 'shooting', 'fight', 'sheriff', 'allow', 'deputies', 'assist', 'gotta']",negative
"RT @1Kimsey: If you're in school and hear shooting, fight back, because the Sheriff won't allow deputies to assist.

Gotta keep those crime…","['school', 'hear', 'shooting', 'fight', 'sheriff', 'allow', 'deputies', 'assist', 'gotta']",negative
"RT @1Kimsey: If you're in school and hear shooting, fight back, because the Sheriff won't allow deputies to assist.

Gotta keep those crime…","['school', 'hear', 'shooting', 'fight', 'sheriff', 'allow', 'deputies', 'assist', 'gotta']",negative
"RT @1Kimsey: If you're in school and hear shooting, fight back, because the Sheriff won't allow deputies to assist.

Gotta keep those crime…","['school', 'hear', 'shooting', 'fight', 'sheriff', 'allow', 'deputies', 'assist', 'gotta']",negative
"RT @1Kimsey: If you're in school and hear shooting, fight back, because the Sheriff won't allow deputies to assist.

Gotta keep those crime…","['school', 'hear', 'shooting', 'fight', 'sheriff', 'allow', 'deputies', 'assist', 'gotta']",negative
"RT @ncbn: Initiating the #NoConfidenceMotion, @jaygalla comprehensively exposed injustice done to AP. On behalf of 5 Cr people of AP, we de…","['initiating', 'noconfidencemotion', 'comprehensively', 'exposed', 'injustice', 'ap', 'behalf', 'cr', 'people', 'ap']",positive
RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…,"['fight', 'majority', 'morality', 'provisions', 'act', 'promises', 'people', 'andhra', 'pradesh']",negative
"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…","['thank', 'national', 'regional', 'parties', 'supported', 'fight', 'justice', 'inspite', 'political']",positive
RT @iDesiDevil: How I feel when I see a hot girl walking by. #NoConfidenceMotion https://t.co/FIlAlHLsO7,"['feel', 'hot', 'girl', 'walking', 'noconfidencemotion']",negative
"RT @Rahul____Gandhi: For a moment Modi must have thought that #RahulGandhi came to measure 56"" 
#BhookampAaneWalaHai 
#NoConfidenceMotion h…","['moment', 'modi', 'rahulgandhi', 'measure', 'bhookampaanewalahai', 'noconfidencemotion']",positive
"RT @jankibaat1: ""70% people feel that opposition helped NDA by bringing #NoConfidenceMotion"" As per Jan Ki Baat Snap Poll:

@pradip103 
@re…","['people', 'feel', 'opposition', 'helped', 'nda', 'bringing', 'noconfidencemotion', 'jan', 'ki', 'baat', 'snap']",negative
"RT @jankibaat1: ""80% people feel that PM Narendra Modi was a better speaker than Rahul Gandhi during #NoConfidenceMotion debate"" As per Jan…","['people', 'feel', 'pm', 'narendra', 'modi', 'speaker', 'rahul', 'gandhi', 'noconfidencemotion', 'debate']",positive
"RT @jankibaat1: ""50% people feel that United Opposition will not be taken seriously after #NoConfidenceMotion vote result"" As per Jan Ki Ba…","['people', 'feel', 'united', 'opposition', 'seriously', 'noconfidencemotion', 'vote', 'result', 'jan', 'ki']",negative
"RT @jankibaat1: ""60% people feel thar BJP's perception has improved after #NoConfidenceMotion vote"" As per Jan Ki Baat Snap Poll:

@pradip1…","['people', 'feel', 'thar', 'perception', 'improved', 'noconfidencemotion', 'vote', 'jan', 'ki', 'baat', 'snap']",positive
"RT @jankibaat1: ""40% people feel that Rahul Gandhi's PM ambitions have been weakened after #NoConfidenceMotion debate"" As per Jan Ki Baat S…","['people', 'feel', 'rahul', 'pm', 'ambitions', 'weakened', 'noconfidencemotion', 'debate', 'jan', 'ki', 'baat']",negative
RT @pradip103: Tally of 325 is more than what NDA Have currently. PM @narendramodi led NDA has got more numbers than what they got in 2014.…,"['tally', 'nda', 'currently', 'pm', 'led', 'nda']",positive
"RT @1Kimsey: If you're in school and hear shooting, fight back, because the Sheriff won't allow deputies to assist.

Gotta keep those crime…","['school', 'hear', 'shooting', 'fight', 'sheriff', 'allow', 'deputies', 'assist', 'gotta']",negative
"If you're in school and hear shooting, fight back, because the Sheriff won't allow deputies to assist.

Gotta keep… https://t.co/g6rJLeHapz","['school', 'hear', 'shooting', 'fight', 'sheriff', 'allow', 'deputies', 'assist', 'gotta']",negative
"RT @RanjeetShukl55: @MrsGandhi @RahulGandhi During #NoConfidenceMotion @RahulGandhi said 2 PM , while giving him #jaduKiJhappi that there i…","['noconfidencemotion', 'pm', 'giving', 'jadukijhappi']",negative
"RT @DhanrajDara1: #फौजी_का_अपमान
Is not acceptable for any Indian but our unfortunately it has been happened.
An Army man has been bearing…","['acceptable', 'indian', 'unfortunately', 'happened', 'army']",negative
"RT @loveyouall_007: Twitter Vasi 2019 vote for:- #NoConfidenceMotion 

Want @narendramodi  Hit  RT
Want @RahulGandhi    Hit   Fav. https://…","['twitter', 'vasi', 'vote', 'noconfidencemotion', 'hit', 'hit', 'fav']",positive
RT @loveyouall_007: RaGa to all Twitter Trollers .. 😂 #NoConfidenceMotion #RahulhugsModi #IndiaTrustsModi https://t.co/1PsznSFUBL,"['raga', 'twitter', 'trollers', 'noconfidencemotion', 'rahulhugsmodi', 'indiatrustsmodi']",positive
"@AskAnshul All this because, post #NoConfidenceMotion opposition had none other time wasting tactics.","['post', 'noconfidencemotion', 'opposition', 'none', 'time', 'wasting', 'tactics']",negative
Still not received an suitable explanation to why our data has been shared with a Tory and a company which donates… https://t.co/Rx9SLOlALj,"['received', 'suitable', 'explanation', 'data', 'shared', 'tory', 'company']",neutral
"#Modi #ModiGovt #NoConfidenceMotion #MonsoonSession
20 bills passed by both houses; most productive for Lok Sabha s… https://t.co/W9Wo77snHQ","['modi', 'modigovt', 'noconfidencemotion', 'monsoonsession', 'bills', 'passed', 'productive', 'lok', 'sabha']",negative
RT @diptidange: @ghost22090440 @ankurshah077077 @Rppatel40 @rclcpa4 @Prakash12Joshi @Mukeshreal02 @mahendra24_ @wani_darshan @Rakesh25182 @…,[],negative
"RT @sir_vineeth: #NoConfidenceMotion

All can become future tellers now by telling Congress again gonna clean its face after loosing no con…","['noconfidencemotion', 'future', 'tellers', 'telling', 'congress', 'gonna', 'clean', 'loosing']",negative
"RT @sir_vineeth: #IndiaTrustsModi

Can some doctor suggest a good method for Rahul Gandhi to come out of drug addiction. Lol 

I think He t…","['indiatrustsmodi', 'doctor', 'suggest', 'method', 'rahul', 'gandhi', 'drug', 'addiction', 'lol']",positive
"RT @YGaurav_: @narendramodi Its matter of shame for ""Rahul Gandhi"" and  CONgress . PM @narendramodi smashed them with his speech. #NoConfid…","['matter', 'shame', 'rahul', 'gandhi', 'congress', 'pm', 'smashed', 'speech']",positive
RT @pankajbhatt54: The whole world knows that @narendramodi @BJP4India will surely WIN #NoConfidenceMotion against @INCIndia but after fail…,"['world', 'surely', 'win', 'noconfidencemotion']",positive
"RT @FreelanceMSM: @bchowla No. Once he forgot his written speech, he goes into blabbering mode. Watch is #NoConfidenceMotion speech, like a…","['forgot', 'written', 'speech', 'goes', 'blabbering', 'mode', 'watch', 'noconfidencemotion', 'speech']",negative
"@bchowla No. Once he forgot his written speech, he goes into blabbering mode. Watch is #NoConfidenceMotion speech,… https://t.co/86AqAsn5Ea","['forgot', 'written', 'speech', 'goes', 'blabbering', 'mode', 'watch', 'noconfidencemotion']",negative
"RT @YGaurav_: No of seats - 544
Present no - 535
Seats required for majority - 268

Total BJP MP - 273
NDA - 311
NDA without shivsena - 293…","['seats', 'seats', 'required', 'majority', 'total', 'bjp', 'mp', 'nda', 'nda', 'shivsena']",negative
"RT @ncbn: Initiating the #NoConfidenceMotion, @jaygalla comprehensively exposed injustice done to AP. On behalf of 5 Cr people of AP, we de…","['initiating', 'noconfidencemotion', 'comprehensively', 'exposed', 'injustice', 'ap', 'behalf', 'cr', 'people', 'ap']",positive
RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…,"['fight', 'majority', 'morality', 'provisions', 'act', 'promises', 'people', 'andhra', 'pradesh']",negative
"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…","['thank', 'national', 'regional', 'parties', 'supported', 'fight', 'justice', 'inspite', 'political']",positive
RT @naralokesh: Rightly said by @JayGalla - “This is not a war between BJP and TDP” but a war between the Modi regime and the 5 crore peopl…,"['rightly', 'war', 'bjp', 'war', 'modi', 'regime', 'crore']",positive
"RT @ncbn: Initiating the #NoConfidenceMotion, @jaygalla comprehensively exposed injustice done to AP. On behalf of 5 Cr people of AP, we de…","['initiating', 'noconfidencemotion', 'comprehensively', 'exposed', 'injustice', 'ap', 'behalf', 'cr', 'people', 'ap']",positive
RT @ysjagan: Keenly following the happenings at the Loksabha #NoConfidenceMotion. I will react on this episode at tomorrow’s 8:30am press c…,"['keenly', 'following', 'happenings', 'loksabha', 'noconfidencemotion', 'react', 'episode', 'press']",positive
@svaradarajan Beta ap log fela lo jitni gandgi felani ha THE WIRE THE SWITCH bna bna kr ..😂😂 JITEGI TO BJP hi #loksabha #noconfidencemotion,"['beta', 'ap', 'log', 'fela', 'lo', 'jitni', 'gandgi', 'felani', 'ha', 'wire', 'switch', 'bna', 'bna', 'kr', 'jitegi', 'bjp', 'hi', 'loksabha', 'noconfidencemotion']",neutral
"RT @ncbn: Initiating the #NoConfidenceMotion, @jaygalla comprehensively exposed injustice done to AP. On behalf of 5 Cr people of AP, we de…","['initiating', 'noconfidencemotion', 'comprehensively', 'exposed', 'injustice', 'ap', 'behalf', 'cr', 'people', 'ap']",positive
"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…","['president', 'macron', 'preferred', 'jollying', 'boris', 'johnson', 'maybot', 'dangerous', 'joke']",negative
"RT @gunjan_gaikwad: #RahulHugsModi 
He proved, his speech &amp; d #NoConfidenceMotion are failed so plays a trick to make it the poster of evry…","['rahulhugsmodi', 'proved', 'speech', 'noconfidencemotion', 'failed', 'plays', 'trick', 'poster']",negative
"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…","['president', 'macron', 'preferred', 'jollying', 'boris', 'johnson', 'maybot', 'dangerous', 'joke']",negative
"RT @gunjan_gaikwad: #RahulHugsModi 
He proved, his speech &amp; d #NoConfidenceMotion are failed so plays a trick to make it the poster of evry…","['rahulhugsmodi', 'proved', 'speech', 'noconfidencemotion', 'failed', 'plays', 'trick', 'poster']",negative
"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…","['president', 'macron', 'preferred', 'jollying', 'boris', 'johnson', 'maybot', 'dangerous', 'joke']",negative
"RT @YGaurav_: No of seats - 544
Present no - 535
Seats required for majority - 268

Total BJP MP - 273
NDA - 311
NDA without shivsena - 293…","['seats', 'seats', 'required', 'majority', 'total', 'bjp', 'mp', 'nda', 'nda', 'shivsena']",negative
RT @ScindiaLive: PM in his 2-hour speech didn't address any of the woes of the common man.What BJP says&amp; what it does is a difference b/w t…,"['pm', 'speech', 'address', 'woes', 'common', 'bjp', 'difference']",positive
"RT @satpalmaharaj: PM @narendramodi Ji's historic address in the Parliament supported by facts, figures and statistics during his reply to…","['pm', 'historic', 'address', 'parliament', 'supported', 'figures', 'statistics', 'reply']",neutral
RT @varun3883: You can spot #HDKumaraswamy even on a non HD channel. 😂 #NoConfidenceMotion #ModiTrustVote https://t.co/yXMCXjyuxr,"['spot', 'hdkumaraswamy', 'hd', 'channel', 'noconfidencemotion', 'moditrustvote']",negative
@jeremycorbyn @PeterStefanovi2 When will we finally call this government to account for the lives (and the country)… https://t.co/LOig7YJIfY,"['finally', 'call', 'government', 'account', 'lives']",positive
RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…,"['fight', 'majority', 'morality', 'provisions', 'act', 'promises', 'people', 'andhra', 'pradesh']",negative
"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…","['thank', 'national', 'regional', 'parties', 'supported', 'fight', 'justice', 'inspite', 'political']",positive
RT @bhasaby: Congress lost #NoConfidenceMotion brought by TDP and it turns out that Lok Sabha saw the most productive session since the yea…,"['congress', 'lost', 'noconfidencemotion', 'brought', 'tdp', 'lok', 'sabha', 'productive', 'session']",positive
RT @bhasaby: Congress lost #NoConfidenceMotion brought by TDP and it turns out that Lok Sabha saw the most productive session since the yea…,"['congress', 'lost', 'noconfidencemotion', 'brought', 'tdp', 'lok', 'sabha', 'productive', 'session']",positive
RT @bhasaby: Congress lost #NoConfidenceMotion brought by TDP and it turns out that Lok Sabha saw the most productive session since the yea…,"['congress', 'lost', 'noconfidencemotion', 'brought', 'tdp', 'lok', 'sabha', 'productive', 'session']",positive
The most important thing is #NoConfidenceMotion was defeated and the opposition was given a befitting reply that BJ… https://t.co/F48zwMjcaA,"['noconfidencemotion', 'defeated', 'opposition', 'befitting', 'reply']",negative
20 yrs baad sabse accha &amp; productive mansoon session rha es bar aur uper see ek aur acchi baat ki barish bhi acchi… https://t.co/f3jytnUhOq,"['yrs', 'baad', 'sabse', 'accha', 'productive', 'mansoon', 'session', 'rha', 'es', 'bar', 'aur', 'uper', 'ek', 'aur', 'acchi', 'baat', 'ki', 'barish', 'bhi']",negative
RT @bhasaby: Congress lost #NoConfidenceMotion brought by TDP and it turns out that Lok Sabha saw the most productive session since the yea…,"['congress', 'lost', 'noconfidencemotion', 'brought', 'tdp', 'lok', 'sabha', 'productive', 'session']",positive
The most important thing is #NoConfidenceMotion was defeated and the opposition was given a befitting reply that BJ… https://t.co/5DLPUdKTPv,"['noconfidencemotion', 'defeated', 'opposition', 'befitting', 'reply']",negative
"RT @ANI: The most important thing is #NoConfidenceMotion was defeated and the opposition was given a befitting reply that BJP, NDA &amp; NDA+ a…","['noconfidencemotion', 'defeated', 'opposition', 'befitting', 'reply', 'bjp', 'nda']",negative
The most important thing is #NoConfidenceMotion was defeated and the opposition was given a befitting reply that BJ… https://t.co/CipKDz9EIw,"['noconfidencemotion', 'defeated', 'opposition', 'befitting', 'reply']",negative
"RT @ANI: The most important thing is #NoConfidenceMotion was defeated and the opposition was given a befitting reply that BJP, NDA &amp; NDA+ a…","['noconfidencemotion', 'defeated', 'opposition', 'befitting', 'reply', 'bjp', 'nda']",negative
"RT @ANI: The most important thing is #NoConfidenceMotion was defeated and the opposition was given a befitting reply that BJP, NDA &amp; NDA+ a…","['noconfidencemotion', 'defeated', 'opposition', 'befitting', 'reply', 'bjp', 'nda']",negative
"RT @ANI: The most important thing is #NoConfidenceMotion was defeated and the opposition was given a befitting reply that BJP, NDA &amp; NDA+ a…","['noconfidencemotion', 'defeated', 'opposition', 'befitting', 'reply', 'bjp', 'nda']",negative
"RT @ANI: The most important thing is #NoConfidenceMotion was defeated and the opposition was given a befitting reply that BJP, NDA &amp; NDA+ a…","['noconfidencemotion', 'defeated', 'opposition', 'befitting', 'reply', 'bjp', 'nda']",negative
"RT @ANI: The most important thing is #NoConfidenceMotion was defeated and the opposition was given a befitting reply that BJP, NDA &amp; NDA+ a…","['noconfidencemotion', 'defeated', 'opposition', 'befitting', 'reply', 'bjp', 'nda']",negative
The most important thing is #NoConfidenceMotion was defeated and the opposition was given a befitting reply that BJ… https://t.co/pTQ9Iuy4bg,"['noconfidencemotion', 'defeated', 'opposition', 'befitting', 'reply']",negative
"RT @ANI: The most important thing is #NoConfidenceMotion was defeated and the opposition was given a befitting reply that BJP, NDA &amp; NDA+ a…","['noconfidencemotion', 'defeated', 'opposition', 'befitting', 'reply', 'bjp', 'nda']",negative
"RT @ncbn: Initiating the #NoConfidenceMotion, @jaygalla comprehensively exposed injustice done to AP. On behalf of 5 Cr people of AP, we de…","['initiating', 'noconfidencemotion', 'comprehensively', 'exposed', 'injustice', 'ap', 'behalf', 'cr', 'people', 'ap']",positive
"RT @ANI: The most important thing is #NoConfidenceMotion was defeated and the opposition was given a befitting reply that BJP, NDA &amp; NDA+ a…","['noconfidencemotion', 'defeated', 'opposition', 'befitting', 'reply', 'bjp', 'nda']",negative
"RT @ANI: The most important thing is #NoConfidenceMotion was defeated and the opposition was given a befitting reply that BJP, NDA &amp; NDA+ a…","['noconfidencemotion', 'defeated', 'opposition', 'befitting', 'reply', 'bjp', 'nda']",negative
The most important thing is #NoConfidenceMotion was defeated and the opposition was given a befitting reply that… https://t.co/kIJA76iakb,"['noconfidencemotion', 'defeated', 'opposition', 'befitting', 'reply']",negative
"RT @ANI: The most important thing is #NoConfidenceMotion was defeated and the opposition was given a befitting reply that BJP, NDA &amp; NDA+ a…","['noconfidencemotion', 'defeated', 'opposition', 'befitting', 'reply', 'bjp', 'nda']",negative
"RT @ANI: The most important thing is #NoConfidenceMotion was defeated and the opposition was given a befitting reply that BJP, NDA &amp; NDA+ a…","['noconfidencemotion', 'defeated', 'opposition', 'befitting', 'reply', 'bjp', 'nda']",negative
The most important thing is #NoConfidenceMotion was defeated and the opposition was given a befitting reply that… https://t.co/CeRBCk0se7,"['noconfidencemotion', 'defeated', 'opposition', 'befitting', 'reply']",negative
The most important thing is #NoConfidenceMotion was defeated and the opposition was given a befitting reply that BJ… https://t.co/7DyI3209cS,"['noconfidencemotion', 'defeated', 'opposition', 'befitting', 'reply']",negative
"RT @ANI: The most important thing is #NoConfidenceMotion was defeated and the opposition was given a befitting reply that BJP, NDA &amp; NDA+ a…","['noconfidencemotion', 'defeated', 'opposition', 'befitting', 'reply', 'bjp', 'nda']",negative
"RT @ANI: The most important thing is #NoConfidenceMotion was defeated and the opposition was given a befitting reply that BJP, NDA &amp; NDA+ a…","['noconfidencemotion', 'defeated', 'opposition', 'befitting', 'reply', 'bjp', 'nda']",negative
The most important thing is #NoConfidenceMotion was defeated and the opposition was given a befitting reply that BJ… https://t.co/VSvSN2HgLK,"['noconfidencemotion', 'defeated', 'opposition', 'befitting', 'reply']",negative
